CASEID_NEW,highest_degree_received,education,head_of_household_indicator,household_size,housing_type,household_income,marital_status,msa_status,region_4,region_9,own_rent,members_lt_2,members_13_to_17,members_gt_18,members_2_to_5,members_6_to_12,employment_status,has_internet_access,bg_survey_date,age,children_in_hh,next_next_year,gender,race,hispanic,out_of_closet,political_affiliation,born_again,religion,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight_couples_coresident,glb_status,same_gender_partner,partner_latino,partners_race,partner_born_again,partners_religion,partners_relgion_same_as_age_16,partners_religion_at_16,partners_highest_education,partners_mothers_highest_education,partners_political_affiliation,religion_same_as_age_16,religion_at_16,mothers_highest_education,most_time_spend_living_in,relatives_seen_per_month,gender_attraction,has_domestic_partnership,has_civil_union,no_domestic_partnership_or_civil_union,age_when_met,age_when_relationship_started,age_when_moved_in_together,age_married,age_when_domestic_partnership,who_earned_higher_income,attended_same_high_school,attended_same_college,grew_up_in_same_town,knew_parents_first,met_at_work,met_at_school,met_at_church,met_via_personal_ad,met_on_vacation,met_at_bar,mat_at social_club,met_at_private_party,met_at_other,met_at_other_text,met_using_internet,intro_by_family,intro_by_friend,intro_by_coworker,intro_by_classmates,intro_by_neighbor,intro_by_self,intro_by_other,intro_by_other_text,met_online,intro_summary_codes,how_met_online,same_gender_partner2,partner_gender,partner_gender2,age_difference,zip_pct_white,zip_pct_black,zip_pct_hispanic,zip_median_income,zip_pct_foreign_born,zip_rural,HOW_LONG_AGO_FIRST_MET_CAT,highest_earning_gender,same_religion,target_survey_dt,survey_date,marriage_count_combined,time_since_met,time_since_romantic,time_since_cohab,time_since_first_relationship,broke_up,acquainted_before_dated,lived_together_before_married,time_dating_until_married,time_met_until_married,time_met_until_dating,been_divorced,currently_married,living_together,income,couple_religion
471426,12th grade no diploma,less than high school,1,2,a one-family house detached from any other house,"$15,000 to $19,999",living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - self-employed,1,2009-04-01,43.0,2.0,2011,female,"white, non-hispanic","no, i am not",no,republican,no,baptist - any denomination,42533,42533,42533,43915,58569, , ,22247.4082,0,,no (not latino or hispanic),white,no,none,"yes, the same",,12th grade no diploma,12th grade no diploma,no preference,"yes, the same",,12th grade no diploma,united states,3,opposite gender only,,,,39,39.0,39,40, ,partner earned more,different high school,,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,5,,different sex couple,,male,4,55%-79.99%,20% or more,<2%,<$34k,2%-4.99%,non rural,3-5,male,false,2009-02-01,2011-04-01,,5.161643835616438,5.161643835616438,5.161643835616438,6.161643835616438,0,0.0,1.0,1.0,1.0,0.0,0,0,1,17499.5,none/baptist
471426,12th grade no diploma,less than high school,0,2,a one-family house detached from any other house,"$5,000 to $7,499",living with partner,metro,midwest,east-north central,owned or being bought by you or someone in your household,0,0,2,0,0,working - self-employed,1,2011-07-01,46.0,2.0,2013,female,"white, non-hispanic","no, i am not",no,republican,no,baptist - any denomination,42533,42533,42533,43915,58569, , ,22247.4082,0,,no (not latino or hispanic),white,no,none,"yes, the same",,12th grade no diploma,12th grade no diploma,no preference,"yes, the same",,12th grade no diploma,united states,3,opposite gender only,,,,39,39.0,39,40, ,partner earned more,different high school,,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,5,,different sex couple,,male,4,55%-79.99%,20% or more,<2%,<$34k,2%-4.99%,non rural,3-5,male,false,2011-04-01,2013-03-01,,7.079452054794521,7.079452054794521,7.079452054794521,8.07945205479452,0,0.0,1.0,1.0,1.0,0.0,0,0,1,6249.5,none/baptist
478561,high school graduate - high school diploma or the equivalent (ged),high school,1,2,a one-family house detached from any other house,"$40,000 to $49,999",married,metro,west,mountain,owned or being bought by you or someone in your household,0,0,2,0,0,not working - other,0,2009-04-01,58.0,2.0,2011,female,"white, non-hispanic","no, i am not",no,other,no,catholic,74184,74184,74184,76762,102378, , ,38801.94141,0,,no (not latino or hispanic),white,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)","yes, the same",,master's degree,bachelor's degree,independent,"yes, the same",,hs graduate or ged,united states,3,opposite gender only,,,,19,19.0,20,20, ,partner earned more,different high school,,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,2,,different sex couple,,male,4,80%-91.99%,<1%,4%-19.99%,$65k+,5%-11.99%,non rural,31+,male,false,2009-02-01,2011-06-01,1.0,39.32876712328767,39.32876712328767,38.32876712328767,39.32876712328767,0,0.0,0.0,1.0,1.0,0.0,0,1,1,44999.5,catholic/protestant
484581,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$50,000 to $59,999",married,metro,south,east-south central,owned or being bought by you or someone in your household,0,0,2,0,0,working - self-employed,1,2011-06-01,62.0,2.0,2013,male,"2+ races, non-hispanic","no, i am not","yes, both",democrat,no,"other non-christian, please specify",522,522,522,528,705,393,393,273.0321045,1,"no, we are an opposite-sex couple",no (not latino or hispanic),white,no,other christian,"no, has changed religions",none,master's degree,"some college, no degree",democrat,"no, i have changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",master's degree,united states,1,both genders equally,,,,23,24.0,25,26, ,partner earned more,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",no,yes,no,no,no,no,yes,1,met offline,2,,different sex couple,,female,11,<55%,20% or more,<2%,<$34k,<2%,non rural,31+,female,unknown,2011-04-01,2013-03-01,1.0,39.07945205479452,38.07945205479452,37.07945205479452,38.07945205479452,0,1.0,1.0,2.0,3.0,1.0,0,1,1,54999.5,other different
489621,high school graduate - high school diploma or the equivalent (ged),high school,1,2,a building with 2 or more apartments,"$40,000 to $49,999",married,metro,midwest,west-north central,rented for cash,0,0,2,0,0,not working - disabled,0,2009-07-01,64.0,2.0,2011,female,"white, non-hispanic","no, i am not",no,democrat,no,catholic,69696,69696,69696,66702,88961, , ,36454.49219,0,,no (not latino or hispanic),white,no,catholic,"yes, the same",,"some college, no degree",11th grade,democrat,"no, i have changed religions",baptist - any denomination,7th or 8th grade,united states,0,opposite gender only,,,,16,18.0,18,18, ,partner earned more,same high school,,yes,no,no,no,no,no,no,no,no,no,yes,1,"no, we did not meet through the internet",yes,no,no,no,no,no,no,0,met offline,6,,different sex couple,,male,2,92% and higher,1%-2.99%,<2%,$42000-$64999,2%-4.99%,non rural,31+,male,true,2009-02-01,2011-04-01,1.0,48.16164383561644,46.16164383561644,46.16164383561644,46.16164383561644,0,1.0,0.0,0.0,2.0,2.0,0,1,1,44999.5,both catholic
490291,masters degree,bachelor's degree or higher,1,3,a building with 2 or more apartments,"$30,000 to $34,999",married,metro,west,mountain,rented for cash,0,0,2,1,0,working - as a paid employee,1,2009-04-01,31.0,3.0,2011,female,"white, non-hispanic","no, i am not","yes, both",democrat,no,"other non-christian, please specify",31200,31200,31200,33104,44150, , ,16319.16016,0,,no (not latino or hispanic),white,no,none,"yes, the same",,associate degree,master's degree,democrat,"no, i have changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",master's degree,united states,3,opposite gender only,,,,22,22.0,23,23, ,i earned more,different high school,did not attend same college or university,yes,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,4,,different sex couple,,male,2,80%-91.99%,1%-2.99%,4%-19.99%,$34000-$41999,2%-4.99%,non rural,6-10,female,unknown,2009-02-01,2011-08-01,1.0,9.495890410958904,9.495890410958904,8.495890410958904,9.495890410958904,0,0.0,0.0,1.0,1.0,0.0,0,1,1,32499.5,other different
490291,masters degree,bachelor's degree or higher,1,3,a building with 2 or more apartments,"$35,000 to $39,999",married,metro,west,pacific,rented for cash,0,0,2,1,0,working - as a paid employee,1,2011-07-01,33.0,3.0,2013,female,"white, non-hispanic","no, i am not","yes, both",democrat,no,"other non-christian, please specify",31200,31200,31200,33104,44150, , ,16319.16016,0,,no (not latino or hispanic),white,no,none,"yes, the same",,associate degree,master's degree,democrat,"no, i have changed religions","protestant (e.g. methodist, lutheran, presbyterian, episcopal)",master's degree,united states,3,opposite gender only,,,,22,22.0,23,23, ,i earned more,different high school,did not attend same college or university,yes,no,no,no,no,no,no,yes,no,no,no,0,"no, we did not meet through the internet",no,yes,no,no,no,no,no,0,met offline,4,,different sex couple,,male,2,80%-91.99%,1%-2.99%,4%-19.99%,$34000-$41999,2%-4.99%,non rural,6-10,female,unknown,2011-08-01,2013-04-01,1.0,11.164383561643836,11.164383561643836,10.164383561643836,11.164383561643836,0,0.0,0.0,1.0,1.0,0.0,0,1,1,37499.5,other different
494215,high school graduate - high school diploma or the equivalent (ged),high school,0,3,a one-family house detached from any other house,"$50,000 to $59,999",never married,metro,west,mountain,owned or being bought by you or someone in your household,0,0,3,0,0,not working - other,1,2009-04-01,22.0,3.0,2011,female,"white, non-hispanic","no, i am not","yes, both",republican,no,none,53335,53335,53335,54425,72588, , , ,0,,no (not latino or hispanic),white,no,none,"no, has changed religions",other christian,bachelor's degree,master's degree,independent,"yes, the same",,hs graduate or ged,united states,5,opposite gender only,no,no,have neither dp nor cu,18,18.0, , , ,partner earned more,same high school,did not attend same college or university,yes,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,yes,no,0,met offline,4,,different sex couple,,male,3,80%-91.99%,1%-2.99%,4%-19.99%,$42000-$64999,2%-4.99%,non rural,3-5,male,true,2009-02-01,2011-04-01,0.0,5.161643835616438,5.161643835616438,,4.66027397260274,0,0.0,,,,0.0,0,0,0,54999.5,both none
494215,high school graduate - high school diploma or the equivalent (ged),high school,0,4,a one-family house detached from any other house,"$10,000 to $12,499",never married,metro,west,mountain,occupied without payment of cash rent,0,0,4,0,0,working - as a paid employee,1,2011-06-01,24.0,4.0,2013,female,"white, non-hispanic","no, i am not","yes, both",republican,no,none,53335,53335,53335,54425,72588, , , ,0,,no (not latino or hispanic),white,no,none,"no, has changed religions",other christian,bachelor's degree,master's degree,independent,"yes, the same",,hs graduate or ged,united states,5,opposite gender only,no,no,have neither dp nor cu,18,18.0, , , ,partner earned more,same high school,did not attend same college or university,yes,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,yes,no,no,yes,no,0,met offline,4,,different sex couple,,male,3,80%-91.99%,1%-2.99%,4%-19.99%,$42000-$64999,2%-4.99%,non rural,3-5,male,true,2011-04-01,2013-03-01,0.0,7.079452054794521,7.079452054794521,,6.578082191780822,0,0.0,,,,0.0,0,0,0,11249.5,both none
496215,"some college, no degree",some college,0,4,a one-family house detached from any other house,"$60,000 to $74,999",never married,metro,south,east-south central,owned or being bought by you or someone in your household,0,0,4,0,0,working - as a paid employee,1,2009-03-01,22.0,4.0,2011,male,hispanic,"yes, other spanish/hispanic/latino","yes, both",democrat,no,none,25935,25935,25935,16120,21532,13995,13995, ,1,"yes, we are a same-sex couple","yes, puerto rican",white,no,pentecostal,"yes, the same",,"some college, no degree",hs graduate or ged,independent,"no, i have changed religions",baptist - any denomination,"some college, no degree",united states,0,only same gender,no,no,have neither dp nor cu,21,21.0, , , ,partner earned more,different high school,did not attend same college or university,no,no,no,no,no,yes,no,no,no,no,no,0,"yes, a different kind of internet service",no,no,no,no,no,yes,no,0,met online,1,previously strangers: before online connection respondent and partner were strangers,same-sex couple,,male,4,80%-91.99%,3%-19.99%,<2%,$42000-$64999,<2%,non rural,0-2,female,false,2009-02-01,2011-04-01,0.0,2.1616438356164385,2.1616438356164385,,2.210958904109589,0,0.0,,,,0.0,0,0,0,67499.5,other different
497295,bachelors degree,bachelor's degree or higher,0,4,a one-family house detached from any other house,"$85,000 to $99,999",never married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,4,0,0,working - as a paid employee,1,2009-04-01,30.0,4.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,catholic,62667,62667,62667,62509,83369, , , ,0,,no (not latino or hispanic),white,no,jewish,"yes, the same",,bachelor's degree,hs graduate or ged,"another party, please specify","yes, the same",,12th grade no diploma,united states,6,opposite gender only,no,no,have neither dp nor cu,27,27.0,28, , ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,yes,no,no,no,no,no,0,"yes, an internet classified advertising site (like craigslist)",no,no,no,no,no,yes,no,0,met online,2,previously strangers: before online connection respondent and partner were strangers,different sex couple,,male,9,92% and higher,1%-2.99%,<2%,$34000-$41999,2%-4.99%,non rural,0-2,female,false,2009-02-01,2011-04-01,0.0,4.161643835616438,4.161643835616438,3.1616438356164385,3.66027397260274,0,0.0,,,,0.0,0,0,0,92499.5,other different
497295,masters degree,bachelor's degree or higher,0,1,a building with 2 or more apartments,"$20,000 to $24,999",married,metro,northeast,mid-atlantic,rented for cash,0,0,1,0,0,working - as a paid employee,1,2011-07-01,33.0,1.0,2013,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,catholic,62667,62667,62667,62509,83369, , , ,0,,no (not latino or hispanic),white,no,jewish,"yes, the same",,bachelor's degree,hs graduate or ged,"another party, please specify","yes, the same",,12th grade no diploma,united states,6,opposite gender only,no,no,have neither dp nor cu,27,27.0,28, , ,i earned more,different high school,did not attend same college or university,no,no,no,no,no,yes,no,no,no,no,no,0,"yes, an internet classified advertising site (like craigslist)",no,no,no,no,no,yes,no,0,met online,2,previously strangers: before online connection respondent and partner were strangers,different sex couple,,male,9,92% and higher,1%-2.99%,<2%,$34000-$41999,2%-4.99%,non rural,0-2,female,false,2011-04-01,2013-03-01,,6.079452054794521,6.079452054794521,5.079452054794521,5.578082191780822,0,0.0,,,,0.0,0,1,1,22499.5,other different
499271,bachelors degree,bachelor's degree or higher,1,2,a one-family house detached from any other house,"$50,000 to $59,999",married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,2,0,0,working - as a paid employee,1,2009-04-01,28.0,2.0,2011,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,other christian,128952,128952,128952,128629,171553, , ,67448.34375,0,,no (not latino or hispanic),white,no,none,"no, has changed religions",catholic,bachelor's degree,bachelor's degree,democrat,"yes, the same",,bachelor's degree,united states,2,opposite gender only,,,,25,25.0,26,26, ,we earned about the same amount,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,no,yes,1,"yes, an internet dating or matchmaking site (like eharmony or match.com)",no,no,no,no,no,yes,no,0,met online,1,previously strangers: before online connection respondent and partner were strangers,different sex couple,,male,4,92% and higher,3%-19.99%,<2%,$34000-$41999,2%-4.99%,non rural,0-2,neither,false,2009-02-01,2011-04-01,1.0,4.161643835616438,4.161643835616438,3.1616438356164385,6.161643835616438,0,0.0,0.0,1.0,1.0,0.0,0,1,1,54999.5,none/other christian
499271,bachelors degree,bachelor's degree or higher,1,1,a one-family house attached to one or more houses,"$60,000 to $74,999",married,metro,northeast,mid-atlantic,owned or being bought by you or someone in your household,0,0,1,0,0,working - as a paid employee,1,2011-07-01,31.0,1.0,2013,female,"white, non-hispanic","no, i am not","yes, friends",democrat,no,other christian,128952,128952,128952,128629,171553, , ,67448.34375,0,,no (not latino or hispanic),white,no,none,"no, has changed religions",catholic,bachelor's degree,bachelor's degree,democrat,"yes, the same",,bachelor's degree,united states,2,opposite gender only,,,,25,25.0,26,26, ,we earned about the same amount,different high school,did not attend same college or university,no,no,no,no,no,no,no,no,no,no,yes,1,"yes, an internet dating or matchmaking site (like eharmony or match.com)",no,no,no,no,no,yes,no,0,met online,1,previously strangers: before online connection respondent and partner were strangers,different sex couple,,male,4,92% and higher,3%-19.99%,<2%,$34000-$41999,2%-4.99%,non rural,0-2,neither,false,2011-04-01,2013-04-01,1.0,6.164383561643835,6.164383561643835,5.164383561643835,8.164383561643836,0,0.0,0.0,1.0,1.0,0.0,0,1,1,67499.5,none/other christian
501306,associate degree,some college,1,3,a one-family house detached from any other house,"$85,000 to $99,999",living with partner,metro,midwest,west-north central,owned or being bought by you or someone in your household,0,0,3,0,0,working - as a paid employee,1,2009-04-01,31.0,3.0,2011,male,"white, non-hispanic","no, i am not","yes, friends",democrat,no,"protestant (e.g., methodist, lutheran, presbyterian, episcopal)",4305,4305,4305,55843,74478,9192,9192,2864.781738,1,"yes, we are a same-sex couple",no (not latino or hispanic),white,no,none,"no, has changed religions",other christian,"some college, no degree",refused,no preference,"yes, the same",,hs graduate or ged,united states,1,only same gender,no,no,have neither dp nor cu,23,23.0,24, , ,partner earned more,different high school,did not attend same college or university,no,no,yes,no,no,no,no,no,no,no,no,0,"no, we did not meet through the internet",no,no,no,no,no,yes,no,0,met offline,3,,same-sex couple,,male,3,55%-79.99%,3%-19.99%,4%-19.99%,<$34k,5%-11.99%,non rural,6-10,female,false,2009-02-01,2011-04-01,0.0,9.161643835616438,9.161643835616438,8.161643835616438,9.161643835616438,0,0.0,,,,0.0,0,0,1,92499.5,protestant/none
